,nct_id,interventions,intervention_details,Intervention_Type,Intervention_Name,ngram
102,NCT04308317,Drug: Tetrandrine,Drug:Tetrandrine:Tetrandrine 60mg QD for 1week,Drug,Tetrandrine,Tetrandrine
103,NCT04308668,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:200mg tablet; 800 mg orally once, followed in 6 to 8 hours by 600 mg, then 600mg once a day for 4 consecutive days",Drug,Hydroxychloroquine,Hydroxychloroquine
104,NCT04310228,Drug: Favipiravir Combined With Tocilizumab,"Drug:Favipiravir Combined With Tocilizumab:Favipiravir: On the 1st day, 1600mg each time, twice a day; from the 2nd to the 7th day, 600mg each time, twice a day. Oral administration, the maximum number of days taken is not more than 7 days. Tocilizumab:The first dose is 4 ~ 8mg/kg and the recommended dose is 400mg. For fever patients, an additional application (the same dose as before) is given if there is still fever within 24 hours after the first dose and the interval between two medications ≥ 12 hours.Intravenous infusion, The maximum of cumulative number is two, and the maximum single dose does not exceed 800mg.",Drug,Favipiravir Combined With Tocilizumab,Favipiravir
105,NCT04310228,Drug: Favipiravir Combined With Tocilizumab,"Drug:Favipiravir Combined With Tocilizumab:Favipiravir: On the 1st day, 1600mg each time, twice a day; from the 2nd to the 7th day, 600mg each time, twice a day. Oral administration, the maximum number of days taken is not more than 7 days. Tocilizumab:The first dose is 4 ~ 8mg/kg and the recommended dose is 400mg. For fever patients, an additional application (the same dose as before) is given if there is still fever within 24 hours after the first dose and the interval between two medications ≥ 12 hours.Intravenous infusion, The maximum of cumulative number is two, and the maximum single dose does not exceed 800mg.",Drug,Favipiravir Combined With Tocilizumab,Tocilizumab
106,NCT04310865,Drug: Yinhu Qingwen Granula,"Drug:Yinhu Qingwen Granula:Yinhu Qingwen Granula is a kind of herbal granula made from ""Yinhu Qingwen Decoction"", which consits of 11 Chinese herbal medicine as Honeysuckle, Polygonum cuspidatum, Schizonepeta, Longspur epimedium, etc. The granula will be dissolved into 600ml decoction and divided to 3 times (once with 200ml). It will be given a 200ml per time, three times a day, for 10 days.",Drug,Yinhu Qingwen Granula,Granula
107,NCT04310865,Drug: Yin Hu Qing Wen Granula(low does),Drug:Yin Hu Qing Wen Granula(low does):This intervention is given as 10% dose of YinHu QingWen Granula.The granula will be dissolved into 600ml decoction and divided to 3 times (once with 200ml).,Drug,Yin Hu Qing Wen Granula(low does),Wen
108,NCT04311177,Drug: Losartan,Drug:Losartan:Losartan; 25 mg daily; oral administration,Drug,Losartan,Losartan
109,NCT04311697,Drug: Aviptadil by intravenous infusion + standard of care,Drug:Aviptadil by intravenous infusion + standard of care:Aviptadil by intravenous infusion + standard of care (SOC). SOC is defined not to include extracorporeal mechanical oxygenation. Those requiring ECMO will be withdrawn from the study as treatment failures.,Drug,Aviptadil by intravenous infusion + standard of care,Intravenous Infusion
110,NCT04311697,Drug: Aviptadil by intravenous infusion + standard of care,Drug:Aviptadil by intravenous infusion + standard of care:Aviptadil by intravenous infusion + standard of care (SOC). SOC is defined not to include extracorporeal mechanical oxygenation. Those requiring ECMO will be withdrawn from the study as treatment failures.,Drug,Aviptadil by intravenous infusion + standard of care,Aviptadil
111,NCT04311697,Drug: Normal Saline Infusion + standard of care,Drug:Normal Saline Infusion + standard of care:Saline by intravenous infusion + standard of care (SOC). SOC is defined not to include extracorporeal mechanical oxygenation. Those requiring ECMO will be withdrawn from the study as treatment failures.,Drug,Normal Saline Infusion + standard of care,Infusion
112,NCT04311697,Drug: Normal Saline Infusion + standard of care,Drug:Normal Saline Infusion + standard of care:Saline by intravenous infusion + standard of care (SOC). SOC is defined not to include extracorporeal mechanical oxygenation. Those requiring ECMO will be withdrawn from the study as treatment failures.,Drug,Normal Saline Infusion + standard of care,Normal Saline
113,NCT04312009,Drug: Losartan,Drug:Losartan:Losartan; 50 mg daily; oral administration,Drug,Losartan,Losartan
114,NCT04312243,Drug: Inhaled nitric oxide gas,"Drug:Inhaled nitric oxide gas:Control group: a SARS-CoV2 rt-PCR will be performed if symptoms arise. Treatment group: the subjects will breathe NO at the beginning of the shift and before leaving the hospital. Inspired NO will be delivered at 160 parts per million (ppm) for 15 minutes in each cycle. A SARS-CoV-2 rt-PCR will be performed if symptoms arise. Safety: Oxygenation and methemoglobin levels will be monitored via a non-invasive CO-oximeter. If methemoglobin levels rise above 5% at any point of the gas delivery, inhaled NO will be halvened. NO2 gas will be monitored and maintained below 5 ppm.",Drug,Inhaled nitric oxide gas,Inhaled
115,NCT04312243,Drug: Inhaled nitric oxide gas,"Drug:Inhaled nitric oxide gas:Control group: a SARS-CoV2 rt-PCR will be performed if symptoms arise. Treatment group: the subjects will breathe NO at the beginning of the shift and before leaving the hospital. Inspired NO will be delivered at 160 parts per million (ppm) for 15 minutes in each cycle. A SARS-CoV-2 rt-PCR will be performed if symptoms arise. Safety: Oxygenation and methemoglobin levels will be monitored via a non-invasive CO-oximeter. If methemoglobin levels rise above 5% at any point of the gas delivery, inhaled NO will be halvened. NO2 gas will be monitored and maintained below 5 ppm.",Drug,Inhaled nitric oxide gas,Gas
116,NCT04312997,Drug: PUL-042 Inhalation Solution,Drug:PUL-042 Inhalation Solution:20.3 µg Pam2 : 29.8 µg ODN/mL (50 µg PUL-042),Drug,PUL-042 Inhalation Solution,Inhalation
117,NCT04313023,Drug: PUL-042 Inhalation Solution,Drug:PUL-042 Inhalation Solution:20.3 µg Pam2 : 29.8 µg ODN/mL (50 µg PUL-042) PUL-042 Inhalation Solution,Drug,PUL-042 Inhalation Solution,Inhalation
118,NCT04315298,Drug: Sarilumab,Drug:Sarilumab:Single or multiple intravenous (IV) doses of sarilumab. Additional doses may be administered if the patient meets protocol defined criteria.,Drug,Sarilumab,Sarilumab
119,NCT04315480,Drug: Tocilizumab,Drug:Tocilizumab:single intravenous administration 8mg/Kg,Drug,Tocilizumab,Tocilizumab
120,NCT04315896,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:hydroxychloroquine 400mg day for 10 days,Drug,Hydroxychloroquine,Hydroxychloroquine
121,NCT04315948,Drug: Remdesivir,"Drug:Remdesivir:The lyophilized formulation of Remdesivir is a preservative-free, white to off-white or yellow, lyophilized solid containing 100 mg of Remdesivir to be reconstituted with 19 mL of sterile water for injection and diluted into IV infusion fluids prior to IV infusion. Following reconstitution, each vial contains a 5 mg/mL Remdesivir concentrated solution with sufficient volume to allow withdrawal of 20 mL (100 mg of remdesivir). It is supplied as a sterile product in a single-use, 30 mL, Type 1 clear glass vial.",Drug,Remdesivir,Remdesivir
122,NCT04315948,Drug: Lopinavir/ritonavir,"Drug:Lopinavir/ritonavir:The oral tablets of lopinavir/ritonavir contain 200 mg lopinavir, 50 mg ritonavir. They have a yellow colour, film-coated, ovaloid shape debossed with the ""a"" logo and the code KA. The oral solution for patients who cannot swallow is a light yellow to orange colored liquid containing 400 mg lopinavir and 100 mg ritonavir per 5 mL (80 mg lopinavir and 20 mg ritonavir per mL).",Drug,Lopinavir/ritonavir,Lopinavir
123,NCT04315948,Drug: Lopinavir/ritonavir,"Drug:Lopinavir/ritonavir:The oral tablets of lopinavir/ritonavir contain 200 mg lopinavir, 50 mg ritonavir. They have a yellow colour, film-coated, ovaloid shape debossed with the ""a"" logo and the code KA. The oral solution for patients who cannot swallow is a light yellow to orange colored liquid containing 400 mg lopinavir and 100 mg ritonavir per 5 mL (80 mg lopinavir and 20 mg ritonavir per mL).",Drug,Lopinavir/ritonavir,Ritonavir
124,NCT04315948,Drug: Interferon Beta-1A,"Drug:Interferon Beta-1A:IFN-ß-1a is supplied as a sterile solution containing no preservative available in a prefilled syringe. It will be provided as a single-dose prefilled graduated syringe with 44 µg per 0.5 mL. The liquid should be clear to slightly yellow. Do not use if the liquid is cloudy, discolored or contains particles. Use a different syringe.",Drug,Interferon Beta-1A,Interferon Beta-1A
125,NCT04315948,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:Hydroxychloroquine is supplied as film-coated 200 mg tablets. Hydroxychloroquine sulfate tablets are presented as white or whitish, peanut-shaped, oblong or round film-coated tablets containing 200 mg of hydroxychloroquine sulfate (equivalent to 155 mg base).",Drug,Hydroxychloroquine,Hydroxychloroquine
126,NCT04316377,Drug: Hydroxychloroquine Sulfate,Drug:Hydroxychloroquine Sulfate:400 mg hydroxychloroquine sulphate (equalling 310 mg base) twice daily for seven days,Drug,Hydroxychloroquine Sulfate,Hydroxychloroquine
127,NCT04317040,Drug: CD24Fc,Drug:CD24Fc:CD24Fc is given on Day 1.,Drug,CD24Fc,Cd24Fc
128,NCT04317092,Drug: Tocilizumab Injection,"Drug:Tocilizumab Injection:Tocilizumab 8 mg/kg (up to a maximum of 800mg per dose). A second administration (same dose) can be given after 12 hours if respiratory function has not recovered, at discretion of the Investigator.",Drug,Tocilizumab Injection,Tocilizumab Injection
129,NCT04318015,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:All treatment will be administered orally.,Drug,Hydroxychloroquine,Hydroxychloroquine
130,NCT04318444,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:Two tablets (400mg) twice daily on day 1; for days 2-5, they will be instructed to take one tablet (200mg) twice daily.",Drug,Hydroxychloroquine,Hydroxychloroquine
131,NCT04320238,Drug: recombinant human interferon Alpha-1b,"Drug:recombinant human interferon Alpha-1b:recombinant human interferon Alpha-1b nasal drops, 2-3 drops for each nostril per time, 4 times per day.",Drug,recombinant human interferon Alpha-1b,Interferon
132,NCT04320238,Drug: thymosin alpha 1,Drug:thymosin alpha 1:thymosin alpha 1 subcutaneous injection 1 time per week.,Drug,thymosin alpha 1,Thymosin Alpha 1
133,NCT04320277,Drug: Baricitinib,Drug:Baricitinib:Baricitinib 4 mg/day/orally combined to antiviral therapy ritonavir for 2 weeks. Baricitinib tablets 4 mg were administered in the morning.,Drug,Baricitinib,Baricitinib
134,NCT04320615,Drug: Tocilizumab (TCZ),Drug:Tocilizumab (TCZ):Participants will receive 1 dose of IV TCZ. 1 additional dose may be given if clinical symptoms worsen or show no improvement.,Drug,Tocilizumab (TCZ),Tocilizumab
135,NCT04321096,Drug: Camostat Mesilate,Drug:Camostat Mesilate:Serine protease inhibitor that blocks TMPRSS-2 mediated cell entry of SARS-CoV-2,Drug,Camostat Mesilate,Camostat
136,NCT04321174,Drug: Lopinavir/ritonavir,"Drug:Lopinavir/ritonavir:The intervention is a 14-day course of LPV/r 400/100 mg orally twice daily, or equivalent weight-based dosing, to be initiated as soon as possible (within 1-7 days) after the last exposure.",Drug,Lopinavir/ritonavir,Lopinavir
137,NCT04321174,Drug: Lopinavir/ritonavir,"Drug:Lopinavir/ritonavir:The intervention is a 14-day course of LPV/r 400/100 mg orally twice daily, or equivalent weight-based dosing, to be initiated as soon as possible (within 1-7 days) after the last exposure.",Drug,Lopinavir/ritonavir,Ritonavir
138,NCT04321278,Drug: Hydroxychloroquine + azithromycin,"Drug:Hydroxychloroquine + azithromycin:Intervention Group: Hydroxychloroquine + azithromycin. After randomization, Hydroxychloroquine [400mg 2x/day, 12/12h] + azithromycin [500mg 1x/day]) for 10 days. Standard treatment is according to the treatment protocol for 2019-nCoV infection.",Drug,Hydroxychloroquine + azithromycin,+ Azithromycin
139,NCT04321278,Drug: Hydroxychloroquine + azithromycin,"Drug:Hydroxychloroquine + azithromycin:Intervention Group: Hydroxychloroquine + azithromycin. After randomization, Hydroxychloroquine [400mg 2x/day, 12/12h] + azithromycin [500mg 1x/day]) for 10 days. Standard treatment is according to the treatment protocol for 2019-nCoV infection.",Drug,Hydroxychloroquine + azithromycin,Hydroxychloroquine
140,NCT04321616,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:Hydroxychloroquine will be given orally (in the ICU in gastrointestinal tubes) with 800 mg x 2 loading dose followed by 400 mg x 2 every day for a total of 10 days.,Drug,Hydroxychloroquine,Hydroxychloroquine
141,NCT04321616,Drug: Remdesivir,Drug:Remdesivir:Remdesivir will be given intravenously 100 mg daily for the duration of the hospitalization and up to 10 days total course. A loading dose of 200 mg at inclusion will be given.,Drug,Remdesivir,Remdesivir
142,NCT04321993,Drug: Baricitinib (janus kinase inhibitor),Drug:Baricitinib (janus kinase inhibitor):Baricitinib 2 mg po daily for 10 days,Drug,Baricitinib (janus kinase inhibitor),Kinase Inhibitor
143,NCT04321993,Drug: Baricitinib (janus kinase inhibitor),Drug:Baricitinib (janus kinase inhibitor):Baricitinib 2 mg po daily for 10 days,Drug,Baricitinib (janus kinase inhibitor),Baricitinib
144,NCT04322123,Drug: Hydroxychloroquine Oral Product,Drug:Hydroxychloroquine Oral Product:Hydroxychloroquine 400 mg BID,Drug,Hydroxychloroquine Oral Product,Hydroxychloroquine Oral Product
145,NCT04322123,Drug: Hydroxychloroquine + azithromycin,Drug:Hydroxychloroquine + azithromycin:Hydroxychloroquine 400 mg BID + azithromycin 500 mg once a day,Drug,Hydroxychloroquine + azithromycin,+ Azithromycin
146,NCT04322123,Drug: Hydroxychloroquine + azithromycin,Drug:Hydroxychloroquine + azithromycin:Hydroxychloroquine 400 mg BID + azithromycin 500 mg once a day,Drug,Hydroxychloroquine + azithromycin,Hydroxychloroquine
147,NCT04322344,Drug: Escin,Drug:Escin:treatment with escin or escinate sodium,Drug,Escin,Escin
148,NCT04322344,Drug: standard therapy,Drug:standard therapy:antiviral drugs,Drug,standard therapy,Standard Therapy
149,NCT04322396,Drug: Azithromycin,Drug:Azithromycin:Azithromycin,Drug,Azithromycin,Azithromycin
150,NCT04322396,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:Hydroxychloroquine,Drug,Hydroxychloroquine,Hydroxychloroquine
151,NCT04322565,Drug: Colchicine,Drug:Colchicine:Cochicine 1mg/day,Drug,Colchicine,Colchicine
152,NCT04322682,Drug: Colchicine,"Drug:Colchicine:Patients in this arm will receive study medication colchicine 0.5 mg per os (PO) twice daily for the first 3 days and then once daily for the last 27 days. If a dose is missed, it should not be replaced.",Drug,Colchicine,Colchicine
153,NCT04322773,Drug: RoActemra iv,Drug:RoActemra iv:single dose treatment with tocilizumab 400 mg intravenously,Drug,RoActemra iv,Roactemra
154,NCT04322773,Drug: Kevzara sc,Drug:Kevzara sc:single dose treatment with sarilumab 1 x 200 mg subcutaneously,Drug,Kevzara sc,Kevzara
155,NCT04323332,Drug: Traditional Chinese Medicine Prescription,Drug:Traditional Chinese Medicine Prescription:Traditional Chinese Medicine Prescriptions have been recommended according to the Guidelines for the treatment of COVID-19 issued by National Health Commission of the PRC.,Drug,Traditional Chinese Medicine Prescription,Prescription
156,NCT04323332,Drug: Traditional Chinese Medicine Prescription,Drug:Traditional Chinese Medicine Prescription:Traditional Chinese Medicine Prescriptions have been recommended according to the Guidelines for the treatment of COVID-19 issued by National Health Commission of the PRC.,Drug,Traditional Chinese Medicine Prescription,Medicine
